time,x,y,v
13.89,-17.80,-73.10,30.86
13.91,-18.01,-73.54,31.40
13.92,-18.25,-74.03,35.91
13.94,-18.46,-74.47,36.45
13.96,-18.69,-74.96,30.42
13.97,-18.91,-75.40,36.45
13.99,-19.14,-75.89,36.01
14.01,-19.35,-76.33,31.62
14.02,-19.59,-76.82,31.18
14.04,-19.80,-77.27,37.21
14.06,-20.04,-77.76,31.27
14.08,-20.25,-78.21,31.76
14.09,-20.49,-78.70,36.50
14.11,-20.70,-79.15,36.99
14.13,-20.94,-79.64,31.04
14.14,-21.16,-80.10,37.00
14.16,-21.40,-80.59,36.67
14.18,-21.61,-81.04,31.85
14.19,-21.83,-81.54,31.56
14.21,-22.01,-82.02,36.99
14.23,-22.18,-82.53,31.21
14.25,-22.31,-83.03,31.30
14.26,-22.41,-83.54,35.92
14.28,-22.48,-84.05,36.07
14.30,-22.52,-84.57,30.50
14.31,-22.52,-85.07,35.90
14.33,-22.49,-85.60,35.61
14.35,-22.44,-86.08,30.90
14.36,-22.35,-86.60,30.50
14.38,-22.24,-87.08,36.15
14.40,-22.10,-87.59,30.47
14.42,-21.93,-88.05,30.88
14.43,-21.72,-88.53,35.30
14.45,-21.51,-88.97,35.68
14.47,-21.24,-89.43,30.04
14.48,-20.98,-89.84,35.85
14.50,-20.66,-90.26,35.51
14.52,-20.36,-90.64,30.97
14.53,-20.03,-91.06,30.77
14.55,-19.73,-91.46,36.81
14.57,-19.43,-91.88,31.14
14.59,-19.13,-92.29,31.59
14.60,-18.81,-92.73,36.47
14.62,-18.52,-93.14,36.89
14.64,-18.20,-93.58,30.95
14.65,-17.91,-93.99,36.97
14.67,-17.58,-94.43,36.47
14.69,-17.29,-94.83,31.87
14.70,-16.97,-95.28,31.45
14.72,-16.68,-95.68,37.39
14.74,-16.36,-96.12,31.36
14.76,-16.06,-96.53,31.83
14.77,-15.74,-96.97,36.44
14.79,-15.45,-97.38,36.73
14.81,-15.15,-97.83,30.91
14.82,-14.89,-98.26,36.40
14.84,-14.63,-98.73,36.02
14.86,-14.42,-99.19,31.23
14.87,-14.23,-99.68,30.84
14.89,-14.08,-100.16,36.08
14.91,-13.95,-100.67,30.48
14.93,-13.86,-101.16,30.75
14.94,-13.79,-101.67,35.30
14.96,-13.76,-102.16,35.55
14.98,-13.75,-102.69,30.12
14.99,-13.77,-103.18,35.64
15.01,-13.83,-103.70,35.25
15.03,-13.91,-104.18,30.63
15.04,-14.02,-104.69,30.28
15.06,-14.16,-105.16,35.70
15.08,-14.33,-105.65,30.14
15.10,-14.52,-106.10,30.56
15.11,-14.75,-106.56,35.21
15.13,-14.98,-106.99,35.60
15.15,-15.23,-107.46,30.24
15.16,-15.45,-107.90,36.14
15.18,-15.67,-108.38,35.75
15.20,-15.87,-108.83,31.10
15.21,-16.07,-109.33,30.72
15.23,-16.22,-109.80,36.09
15.25,-16.36,-110.30,30.14
15.27,-16.46,-110.78,30.21
15.28,-16.53,-111.29,34.64
15.30,-16.57,-111.77,34.86
15.32,-16.58,-112.27,29.23
15.33,-16.55,-112.75,34.50
15.35,-16.50,-113.26,34.19
15.37,-16.42,-113.72,29.69
15.38,-16.30,-114.21,29.27
15.40,-16.17,-114.66,34.53
15.42,-15.99,-115.14,29.19
15.44,-15.80,-115.57,29.47
15.45,-15.57,-116.01,33.75
15.47,-15.33,-116.42,34.08
15.49,-15.05,-116.83,28.89
15.50,-14.76,-117.20,34.05
15.52,-14.43,-117.58,33.79
15.54,-14.09,-117.91,29.35
15.55,-13.72,-118.24,28.98
15.57,-13.35,-118.53,34.27
15.59,-12.94,-118.81,29.06
15.61,-12.54,-119.05,29.26
15.62,-12.10,-119.29,33.72
15.64,-11.67,-119.48,34.00
15.66,-11.21,-119.65,28.65
15.67,-10.76,-119.79,33.80
15.69,-10.28,-119.91,33.60
15.71,-9.82,-119.99,29.08
15.72,-9.33,-120.04,28.85
15.74,-8.86,-120.07,34.05
15.76,-8.37,-120.07,28.79
15.78,-7.90,-120.03,29.03
15.79,-7.41,-119.97,33.36
15.81,-6.96,-119.88,33.58
15.83,-6.48,-119.76,28.32
15.84,-6.04,-119.62,33.66
15.86,-5.58,-119.44,33.24
15.88,-5.16,-119.25,29.07
15.89,-4.72,-119.02,28.78
15.91,-4.33,-118.79,34.10
15.93,-3.89,-118.54,28.87
15.95,-3.48,-118.32,29.53
15.96,-3.04,-118.09,33.95
15.98,-2.62,-117.88,34.40
16.00,-2.16,-117.64,29.16
16.01,-1.74,-117.42,34.84
16.03,-1.29,-117.18,34.31
16.05,-0.87,-116.97,29.97
16.06,-0.41,-116.73,29.52
16.08,0.00,-116.51,35.20
16.10,0.46,-116.28,29.57
16.12,0.87,-116.06,30.06
16.13,1.33,-115.82,34.40
16.15,1.75,-115.60,34.93
16.17,2.21,-115.37,29.21
16.18,2.63,-115.15,35.02
16.20,3.09,-114.91,34.58
16.22,3.50,-114.69,30.17
16.23,3.97,-114.45,29.93
16.25,4.38,-114.22,35.27
16.27,4.81,-113.95,29.60
16.29,5.21,-113.66,29.85
16.30,5.61,-113.36,34.15
16.32,5.97,-113.03,34.19
16.34,6.32,-112.68,28.87
16.35,6.62,-112.32,33.87
16.37,6.93,-111.93,33.57
16.39,7.19,-111.54,29.17
16.40,7.45,-111.12,28.81
16.42,7.67,-110.71,34.24
16.44,7.88,-110.26,28.98
16.46,8.05,-109.83,29.36
16.47,8.21,-109.35,33.69
16.49,8.35,-108.91,34.10
16.51,8.50,-108.43,28.75
16.52,8.65,-107.99,34.58
16.54,8.83,-107.52,34.23
16.56,8.99,-107.07,30.15
16.57,9.17,-106.58,29.89
16.59,9.33,-106.14,35.49
16.61,9.51,-105.65,29.77
16.63,9.67,-105.20,30.27
16.64,9.84,-104.71,34.60
16.66,10.01,-104.27,35.05
16.68,10.18,-103.78,29.36
16.69,10.34,-103.33,35.08
16.71,10.52,-102.84,34.67
16.73,10.68,-102.40,30.34
16.74,10.86,-101.91,29.89
16.76,11.02,-101.46,35.65
16.78,11.20,-100.97,30.02
16.80,11.36,-100.52,30.56
16.81,11.54,-100.03,34.89
16.83,11.71,-99.58,35.34
16.85,11.89,-99.08,29.77
16.86,12.05,-98.63,35.40
16.88,12.23,-98.14,34.99
16.90,12.39,-97.68,30.75
16.91,12.57,-97.19,30.30
16.93,12.74,-96.73,36.25
16.95,12.92,-96.23,30.62
16.97,13.08,-95.78,31.03
16.98,13.26,-95.27,35.53
17.00,13.43,-94.82,36.16
17.02,13.61,-94.32,30.21
17.03,13.78,-93.86,36.10
17.05,13.96,-93.35,35.65
17.07,14.12,-92.89,31.29
17.08,14.31,-92.39,30.75
17.10,14.47,-91.93,36.77
17.12,14.66,-91.42,30.97
17.14,14.82,-90.96,31.51
17.15,15.01,-90.45,35.88
17.17,15.18,-89.99,36.41
17.19,15.36,-89.48,30.53
17.20,15.53,-89.02,36.51
17.22,15.71,-88.51,36.06
17.24,15.88,-88.04,31.70
17.25,16.07,-87.53,31.29
17.27,16.23,-87.06,37.18
17.29,16.42,-86.55,31.29
17.31,16.59,-86.08,31.83
17.32,16.78,-85.57,36.38
17.34,16.95,-85.10,36.92
17.36,17.13,-84.58,31.03
17.37,17.30,-84.11,36.92
17.39,17.49,-83.59,36.51
17.41,17.66,-83.12,32.05
17.42,17.85,-82.61,31.51
17.44,18.02,-82.13,37.58
17.46,18.21,-81.61,31.85
17.48,18.38,-81.14,32.15
17.49,18.57,-80.62,36.85
17.51,18.73,-80.13,37.24
17.53,18.87,-79.61,31.30
17.54,18.98,-79.11,36.76
17.56,19.08,-78.58,36.48
17.58,19.13,-78.07,31.45
17.59,19.16,-77.54,31.01
17.61,19.14,-77.03,36.52
17.63,19.10,-76.51,30.87
17.65,19.03,-76.02,31.06
17.66,18.92,-75.50,35.65
17.68,18.79,-75.02,36.09
17.70,18.65,-74.51,30.52
17.71,18.51,-74.04,36.27
17.73,18.37,-73.52,35.93
17.75,18.24,-73.03,31.48
17.76,18.11,-72.51,31.05
17.78,17.99,-72.03,36.70
17.80,17.86,-71.51,30.92
17.82,17.74,-71.03,31.43
17.83,17.61,-70.51,35.83
17.85,17.49,-70.03,36.33
17.87,17.36,-69.50,30.56
17.88,17.23,-69.03,36.53
17.90,17.10,-68.50,36.04
17.92,16.98,-68.02,31.75
17.93,16.85,-67.49,31.34
17.95,16.72,-67.01,37.35
17.97,16.59,-66.48,31.48
17.99,16.47,-65.99,31.99
18.00,16.33,-65.46,36.62
18.02,16.21,-64.97,37.06
18.04,16.07,-64.44,31.14
18.05,15.95,-63.95,37.26
18.07,15.81,-63.42,36.82
18.09,15.69,-62.93,32.31
18.10,15.55,-62.39,31.87
18.12,15.43,-61.90,37.98
18.14,15.29,-61.36,31.97
18.16,15.17,-60.87,32.50
18.17,15.03,-60.33,37.06
18.19,14.91,-59.83,37.57
18.21,14.77,-59.29,31.58
18.22,14.64,-58.80,37.79
18.24,14.51,-58.26,37.43
18.26,14.38,-57.76,32.78
18.27,14.24,-57.21,32.56
18.29,14.13,-56.70,38.22
18.31,14.03,-56.16,32.07
18.33,13.97,-55.63,32.26
18.34,13.93,-55.09,37.04
18.36,13.93,-54.57,37.08
18.38,13.96,-54.03,31.32
18.39,14.02,-53.52,36.62
18.41,14.11,-52.99,36.28
18.43,14.24,-52.50,31.34
18.44,14.40,-52.00,30.89
18.46,14.59,-51.53,36.42
18.48,14.82,-51.05,30.86
18.50,15.06,-50.62,31.11
18.51,15.34,-50.17,35.69
18.53,15.63,-49.77,36.01
18.55,15.97,-49.36,30.39
18.56,16.31,-49.00,35.89
18.58,16.70,-48.65,35.51
18.60,17.09,-48.34,30.93
18.61,17.51,-48.03,30.61
18.63,17.93,-47.77,36.07
18.65,18.40,-47.52,30.56
18.67,18.85,-47.32,30.91
18.68,19.34,-47.14,35.29
18.70,19.81,-46.99,35.65
18.72,20.32,-46.85,30.34
18.73,20.79,-46.73,35.90
18.75,21.30,-46.59,35.61
18.77,21.79,-46.44,31.35
18.78,22.29,-46.28,30.97
18.80,22.77,-46.14,36.73
18.82,23.29,-45.98,31.13
18.84,23.76,-45.84,31.57
18.85,24.28,-45.68,36.13
18.87,24.75,-45.54,36.67
18.89,25.27,-45.38,30.75
18.90,25.75,-45.24,36.54
18.92,26.27,-45.08,36.20
18.94,26.74,-44.92,31.48
18.95,27.24,-44.73,31.12
18.97,27.70,-44.51,36.52
18.99,28.17,-44.27,30.81
19.01,28.60,-44.00,30.95
19.02,29.03,-43.71,35.43
19.04,29.42,-43.40,35.59
19.06,29.81,-43.05,30.14
19.07,30.15,-42.70,35.48
19.09,30.50,-42.31,35.13
19.11,30.80,-41.92,30.66
19.12,31.10,-41.50,30.30
19.14,31.35,-41.08,35.88
19.16,31.61,-40.62,30.58
19.18,31.86,-40.20,30.94
19.19,32.13,-39.75,35.70
19.21,32.39,-39.32,35.99
19.23,32.69,-38.89,30.46
19.24,32.98,-38.48,35.76
19.26,33.31,-38.08,35.48
19.28,33.64,-37.71,30.50
19.29,34.01,-37.35,30.08
19.31,34.39,-37.03,35.25
19.33,34.79,-36.72,29.66
19.35,35.19,-36.46,29.71
19.36,35.63,-36.21,34.14
19.38,36.06,-36.01,34.46
19.40,36.52,-35.81,29.05
19.41,36.97,-35.66,34.40
19.43,37.46,-35.52,34.01
19.45,37.92,-35.42,29.63
19.46,38.42,-35.35,29.24
19.48,38.88,-35.30,34.56
19.50,39.39,-35.29,29.13
19.52,39.86,-35.31,29.51
19.53,40.36,-35.35,33.77
19.55,40.82,-35.43,34.07
19.57,41.31,-35.53,28.70
19.58,41.76,-35.66,34.05
19.60,42.23,-35.83,33.71
19.62,42.66,-36.01,29.37
19.63,43.11,-36.23,29.09
19.65,43.51,-36.47,34.65
19.67,43.94,-36.73,29.38
19.69,44.34,-36.98,29.81
19.70,44.78,-37.24,34.19
19.72,45.19,-37.48,34.67
19.74,45.64,-37.72,29.15
19.75,46.05,-37.95,34.79
19.77,46.50,-38.21,34.40
19.79,46.91,-38.44,30.14
19.80,47.36,-38.70,29.65
19.82,47.77,-38.93,35.34
19.84,48.22,-39.18,29.65
19.86,48.63,-39.41,30.23
19.87,49.08,-39.67,34.56
19.89,49.49,-39.90,34.92
19.91,49.95,-40.16,29.46
19.92,50.37,-40.38,34.88
19.94,50.83,-40.59,34.47
19.96,51.29,-40.77,29.99
19.97,51.77,-40.93,29.58
19.99,52.24,-41.06,34.87
20.01,52.73,-41.16,29.35
20.03,53.19,-41.22,29.47
20.04,53.70,-41.26,33.91
20.06,54.16,-41.26,34.23
20.08,54.66,-41.25,28.69
20.09,55.13,-41.21,34.03
20.11,55.62,-41.13,33.74
20.13,56.08,-41.04,29.29
20.14,56.56,-40.91,28.93
20.16,57.01,-40.77,34.35
20.18,57.47,-40.58,28.99
20.20,57.89,-40.39,29.38
20.21,58.34,-40.16,33.52
20.23,58.73,-39.92,34.03
20.25,59.15,-39.63,28.55
20.26,59.51,-39.35,34.09
20.28,59.91,-39.03,33.79
20.30,60.27,-38.74,29.75
20.31,60.67,-38.43,29.27
20.33,61.06,-38.15,34.80
20.35,61.47,-37.85,29.40
20.37,61.84,-37.57,29.68
20.38,62.25,-37.27,33.88
20.40,62.63,-36.99,34.40
20.42,63.04,-36.69,28.88
20.43,63.41,-36.41,34.60
20.45,63.83,-36.11,34.16
20.47,64.20,-35.83,30.07
20.48,64.62,-35.52,29.71
20.50,64.99,-35.24,35.09
20.52,65.42,-34.95,29.53
20.54,65.83,-34.70,29.86
20.55,66.27,-34.46,34.10
20.57,66.71,-34.25,34.25
20.59,67.17,-34.06,28.91
20.60,67.62,-33.92,33.91
20.62,68.10,-33.80,33.54
20.64,68.56,-33.71,29.02
20.65,69.05,-33.65,28.68
20.67,69.51,-33.62,34.04
20.69,70.00,-33.61,28.74
20.71,70.46,-33.64,29.06
20.72,70.96,-33.69,33.20
20.74,71.41,-33.77,33.59
20.76,71.89,-33.88,28.11
20.77,72.32,-34.02,33.20
20.79,72.79,-34.19,32.94
20.81,73.21,-34.37,28.72
20.82,73.64,-34.59,28.36
20.84,74.04,-34.83,33.57
20.86,74.44,-35.10,28.44
20.88,74.81,-35.38,28.66
20.89,75.18,-35.70,32.92
20.91,75.50,-36.02,33.17
20.93,75.83,-36.38,27.96
20.94,76.12,-36.73,33.29
20.96,76.40,-37.13,32.87
20.98,76.64,-37.52,28.75
20.99,76.88,-37.95,28.47
21.01,77.08,-38.35,33.84
21.03,77.31,-38.79,28.61
21.05,77.52,-39.20,29.19
21.06,77.77,-39.63,33.63
21.08,78.00,-40.03,34.09
21.10,78.25,-40.47,28.75
21.11,78.48,-40.88,34.43
21.13,78.73,-41.32,33.94
21.15,78.96,-41.72,29.60
21.16,79.21,-42.17,29.15
21.18,79.43,-42.57,34.83
21.20,79.68,-43.01,29.15
21.22,79.91,-43.41,29.73
21.23,80.16,-43.86,34.07
21.25,80.39,-44.26,34.52
21.27,80.64,-44.71,28.93
21.28,80.87,-45.12,34.61
21.30,81.12,-45.56,34.16
21.32,81.35,-45.97,29.96
21.33,81.60,-46.42,29.60
21.35,81.83,-46.83,35.19
21.37,82.09,-47.28,29.60
21.39,82.32,-47.69,30.09
21.40,82.57,-48.14,34.47
21.42,82.80,-48.55,34.97
21.44,83.06,-49.00,29.46
21.45,83.29,-49.42,35.15
21.47,83.55,-49.87,34.75
21.49,83.78,-50.29,30.45
21.50,84.04,-50.74,29.96
21.52,84.27,-51.16,35.74
21.54,84.53,-51.62,30.18
21.56,84.76,-52.03,30.63
21.57,85.02,-52.49,35.02
21.59,85.26,-52.91,35.60
21.61,85.51,-53.37,29.87
21.62,85.75,-53.79,35.60
21.64,86.01,-54.25,35.24
21.66,86.25,-54.67,30.90
21.67,86.51,-55.13,30.40
21.69,86.74,-55.56,36.41
21.71,87.01,-56.02,30.63
21.73,87.24,-56.44,31.17
21.74,87.51,-56.91,35.69
21.76,87.74,-57.33,36.18
21.78,88.01,-57.80,30.27
21.79,88.25,-58.23,36.22
21.81,88.51,-58.69,35.72
21.83,88.75,-59.12,31.30
21.84,89.01,-59.59,30.94
21.86,89.25,-60.02,36.85
21.88,89.52,-60.49,31.03
21.90,89.76,-60.92,31.48
21.91,90.03,-61.39,36.01
21.93,90.27,-61.82,36.54
21.95,90.53,-62.29,30.68
21.96,90.78,-62.72,36.49
21.98,91.04,-63.20,36.18
22.00,91.29,-63.63,31.61
22.01,91.55,-64.10,31.21
22.03,91.80,-64.54,37.08
22.05,92.06,-65.01,31.44
22.07,92.31,-65.45,31.65
22.08,92.58,-65.92,36.56
22.10,92.84,-66.36,36.76
22.12,93.13,-66.80,31.02
22.13,93.44,-67.21,36.52
22.15,93.77,-67.62,36.16
22.17,94.12,-67.99,30.96
22.18,94.51,-68.35,30.63
22.20,94.89,-68.66,36.01
22.22,95.30,-68.96,30.14
22.24,95.72,-69.22,30.40
22.25,96.18,-69.47,34.99
22.27,96.61,-69.67,35.19
22.29,97.09,-69.86,29.51
22.30,97.55,-70.01,35.06
22.32,98.05,-70.13,34.70
22.34,98.52,-70.22,30.23
22.35,99.03,-70.29,29.89
22.37,99.51,-70.31,35.18
22.39,100.03,-70.31,29.67
22.41,100.51,-70.28,30.03
22.42,101.01,-70.22,34.32
22.44,101.48,-70.13,34.67
22.46,101.98,-70.00,29.34
22.47,102.43,-69.85,34.58
22.49,102.91,-69.66,34.27
22.51,103.34,-69.46,29.86
22.52,103.78,-69.22,29.39
22.54,104.19,-68.96,34.84
22.56,104.60,-68.66,29.56
22.58,104.96,-68.36,29.82
22.59,105.34,-68.02,34.18
22.61,105.66,-67.67,34.48
22.63,105.99,-67.28,29.07
22.64,106.27,-66.90,34.35
22.66,106.54,-66.48,33.99
22.68,106.77,-66.06,29.52
22.69,106.99,-65.61,29.28
22.71,107.17,-65.17,34.53
22.73,107.33,-64.70,29.17
22.75,107.45,-64.24,29.59
22.76,107.56,-63.75,34.00
22.78,107.63,-63.29,34.37
22.80,107.72,-62.78,29.15
22.81,107.81,-62.32,35.09
22.83,107.92,-61.82,34.62
22.85,108.03,-61.35,30.56
22.86,108.13,-60.83,30.15
22.88,108.23,-60.37,35.95
22.90,108.34,-59.85,30.07
22.92,108.44,-59.39,30.68
22.93,108.55,-58.87,34.97
22.95,108.65,-58.41,35.48
22.97,108.76,-57.89,29.66
22.98,108.86,-57.42,35.54
23.00,108.97,-56.91,35.03
23.02,109.07,-56.44,30.64
23.03,109.17,-55.92,30.22
23.05,109.27,-55.45,36.05
23.07,109.38,-54.94,30.36
23.09,109.48,-54.47,30.87
23.10,109.59,-53.95,35.26
23.12,109.69,-53.47,35.77
23.14,109.80,-52.95,30.05
23.15,109.90,-52.48,35.77
23.17,110.01,-51.96,35.36
23.19,110.11,-51.48,31.16
23.20,110.22,-50.96,30.75
23.22,110.32,-50.48,36.48
23.24,110.43,-49.95,30.87
23.26,110.53,-49.47,31.28
23.27,110.64,-48.95,35.87
23.29,110.75,-48.46,36.38
23.31,110.86,-47.94,30.66
23.32,110.96,-47.45,36.50
23.34,111.07,-46.92,36.19
23.36,111.17,-46.44,31.60
23.37,111.29,-45.91,31.19
23.39,111.39,-45.42,37.15
23.41,111.50,-44.89,37.15
23.43,111.60,-44.40,32.15
23.44,111.72,-43.87,26.74
